"","id","imdbId","movieId","tmdbId","original_title","title","popularity","release_date","revenue","runtime","budget","vote_average","vote_count","original_language"
"2546",11427,"0308152",27584,11427,"Dead End","Dead End",5.327623,2003-01-30,NA,85,NA,6.6,121,"en"
"2547",4689,"0310775",27592,4689,"복수는 나의 것","Sympathy for Mr. Vengeance",6.314697,2002-03-29,1954937,121,4e+06,7.3,302,"ko"
"2548",12720,"0312843",27604,12720,"自殺サークル","Suicide Club",8.279552,2001-10-29,NA,99,NA,6.4,107,"ja"
"2549",5552,"0314063",27608,5552,"Immortel (ad vitam)","Immortal",9.785721,2004-03-13,NA,103,24665810,5.8,131,"fr"
"2550",10077,"0318081",27618,10077,"A Sound of Thunder","A Sound of Thunder",4.980191,2005-05-15,5989640,110,8e+07,4.8,111,"en"
"2551",11430,"0318403",27619,11430,"The Lion King 1½","The Lion King 1½",8.931033,2004-02-06,NA,77,NA,6.3,694,"en"
"2552",55931,"0328832",27660,55931,"The Animatrix","The Animatrix",10.934268,2003-05-09,NA,102,5e+06,6.9,433,"en"
"2553",9282,"0331811",27674,9282,"11:14","11:14",14.454722,2003-05-16,NA,86,6e+06,6.8,211,"en"
"2554",10891,"0334541",27683,10891,"Tremors 4: The Legend Begins","Tremors 4: The Legend Begins",10.002295,2004-01-02,NA,101,5e+06,5.4,108,"en"
"2555",60672,"0337103",27689,60672,"Les Rivières pourpres 2 : Les Anges de l'apocalypse","Crimson Rivers II: Angels of the Apocalypse",9.261826,2004-02-18,NA,97,NA,6,166,"fr"
"2556",3177,"0338763",27704,3177,"Batoru rowaiaru II: Chinkonka","Battle Royale II: Requiem",7.500419,2003-07-05,NA,155,9e+06,4.9,115,"ja"
"2557",11774,"0339291",27706,11774,"Lemony Snicket's A Series of Unfortunate Events","Lemony Snicket's A Series of Unfortunate Events",12.817945,2004-12-16,209073645,108,1.4e+08,6.7,1521,"en"
"2558",2841,"0344510",27721,2841,"Un long dimanche de fiançailles","A Very Long Engagement",10.896295,2004-10-26,NA,133,4.7e+07,7.1,352,"fr"
"2559",363,"0347048",27727,363,"Gegen die Wand","Head-On",10.234986,2004-03-11,11030861,121,NA,7.3,111,"de"
"2560",12140,"0347246",27728,12140,"イノセンス","Ghost in the Shell 2: Innocence",9.377699,2004-03-06,9789651,100,NA,7.3,230,"ja"
"2561",4254,"0347304",27729,4254,"कल हो ना हो","Kal Ho Naa Ho",5.584308,2003-11-27,13200241,186,NA,7.3,110,"hi"
"2562",15370,"0347618",27731,15370,"猫の恩返し","The Cat Returns",11.639023,2002-07-19,522911,75,NA,7.2,364,"ja"
"2563",11838,"0364385",27772,11838,"呪怨じゅおん","Ju-on: The Grudge",7.614692,2002-10-18,NA,92,3500000,6.7,199,"ja"
"2564",670,"0364569",27773,670,"올드보이","Oldboy",10.616859,2003-01-01,14980005,120,3e+06,8,2000,"ko"
"2565",9667,"0366627",27788,9667,"The Jacket","The Jacket",12.092096,2005-03-04,21126225,103,2.9e+07,6.8,459,"en"
"2566",13373,"0366777",27790,13373,"Millions","Millions",4.66886,2005-04-08,6584159,98,NA,6.3,106,"en"
"2567",10304,"0367093",27793,10304,"Starship Troopers 2: Hero of the Federation","Starship Troopers 2: Hero of the Federation",12.348655,2004-04-20,NA,88,7e+06,3.8,176,"en"
"2568",9316,"0368909",27801,9316,"Ong Bak","Ong-Bak: The Thai Warrior",7.89916,2003-01-21,15,105,NA,7,556,"th"
"2569",11647,"0369060",27802,11647,"無間道II","Infernal Affairs II",6.505146,2003-10-01,NA,119,NA,7.2,108,"zh"
"2570",1913,"0369702",27803,1913,"Mar adentro","The Sea Inside",14.69768,2004-09-03,38535221,125,12806000,7.2,224,"es"
"2571",2539,"0371246",27808,2539,"Spanglish","Spanglish",11.202764,2004-12-17,55041367,130,8e+07,5.8,375,"en"
"2572",5528,"0372824",27815,5528,"Les Choristes","The Chorus",14.758133,2004-03-17,NA,96,NA,7.5,553,"fr"
"2573",179,"0373926",27821,179,"The Interpreter","The Interpreter",12.047671,2005-04-08,162944923,128,8e+07,6.2,400,"en"
"2574",83,"0374102",27822,83,"Open Water","Open Water",10.652818,2004-08-06,54667954,79,130000,5.3,320,"en"
"2575",4836,"0375912",27831,4836,"Layer Cake","Layer Cake",9.642214,2004-09-30,11850214,105,6500000,7,565,"en"
"2576",11190,"0376968",27834,11190,"Возвращение","The Return",4.507702,2003-06-25,NA,105,NA,7.4,102,"ru"
"2577",11866,"0377062",27837,11866,"Flight of the Phoenix","Flight of the Phoenix",15.434731,2004-12-17,21009180,113,4.5e+07,5.7,282,"en"
"2578",12281,"0377091",27838,12281,"Mean Creek","Mean Creek",12.428269,2004-01-15,603943,90,5e+05,6.9,110,"en"
"2579",10320,"0377109",27839,10320,"The Ring Two","The Ring Two",16.15818,2005-03-17,161451538,110,5e+07,5.5,646,"en"
"2580",11658,"0386064",27869,11658,"태극기 휘날리며","Tae Guk Gi: The Brotherhood of War",9.140411,2004-02-05,15,140,NA,7.4,134,"ko"
"2581",3509,"0405296",27904,3509,"A Scanner Darkly","A Scanner Darkly",11.643026,2006-05-25,7659918,100,8700000,6.8,540,"en"
"2582",70,"0405159",30707,70,"Million Dollar Baby","Million Dollar Baby",14.471373,2004-12-15,216763646,132,3e+07,7.7,2519,"en"
"2583",205,"0395169",30749,205,"Hotel Rwanda","Hotel Rwanda",10.262332,2004-09-11,3.8e+07,121,17500000,7.5,805,"en"
"2584",12597,"0229440",30791,12597,"Hellraiser: Inferno","Hellraiser: Inferno",6.984609,2000-10-03,NA,99,2e+06,5.3,101,"en"
"2585",118,"0367594",30793,118,"Charlie and the Chocolate Factory","Charlie and the Chocolate Factory",22.038405,2005-07-13,474968763,115,1.5e+08,6.7,3759,"en"
"2586",1280,"0423866",30803,1280,"빈집","3-Iron",12.949881,2004-10-15,NA,88,NA,7.7,225,"ko"
"2587",421,"0362270",30810,421,"The Life Aquatic with Steve Zissou","The Life Aquatic with Steve Zissou",6.936677,2004-12-10,34808403,119,5e+07,7.1,781,"en"
"2588",2567,"0338751",30812,2567,"The Aviator","The Aviator",9.86738,2004-12-17,1.02e+08,170,1.16e+08,7,1526,"en"
"2589",9833,"0293508",30816,9833,"The Phantom of the Opera","The Phantom of the Opera",7.682562,2004-12-08,154648887,143,7e+07,7,448,"en"
"2590",9692,"0361127",30820,9692,"The Woodsman","The Woodsman",6.984903,2004-12-24,4678405,87,NA,6.9,106,"en"
"2591",1901,"0385267",30822,1901,"In Good Company","In Good Company",7.684185,2004-12-29,NA,109,NA,5.9,198,"en"
"2592",693,"0290002",30825,693,"Meet the Fockers","Meet the Fockers",11.876386,2004-12-22,516642939,115,8e+07,6.1,1412,"en"
"2593",11162,"0379889",30850,11162,"The Merchant of Venice","The Merchant of Venice",13.220259,2004-09-03,NA,138,NA,6.7,147,"en"
"2594",11804,"0375210",30894,11804,"White Noise","White Noise",6.143324,2005-01-07,91196419,101,1e+07,5.6,267,"en"
"2595",7229,"0310203",31123,7229,"Tais-toi !","Ruby & Quentin",9.306171,2003-10-22,NA,85,27440000,6.7,183,"fr"
"2596",11633,"0401233",31184,11633,"アップルシード","Appleseed",8.278525,2004-04-17,1461989,101,1e+07,6.8,116,"ja"
"2597",9947,"0357277",31221,9947,"Elektra","Elektra",13.802674,2005-01-13,56681566,97,4.3e+07,4.9,590,"en"
"2598",6439,"0376105",31223,6439,"Racing Stripes","Racing Stripes",4.817052,2005-01-06,93772522,102,3e+07,5.1,127,"en"
"2599",7214,"0393162",31225,7214,"Coach Carter","Coach Carter",11.093737,2005-01-14,76669806,136,3e+07,7.3,510,"en"
"2600",27429,"0073705",31270,27429,"Shivers","Shivers",11.540666,1975-10-10,NA,87,179000,6.3,127,"en"
"2601",11423,"0353969",31364,11423,"살인의 추억","Memories of Murder",8.511453,2003-04-24,NA,129,2800000,7.9,427,"ko"
"2602",613,"0363163",31410,613,"Der Untergang","Downfall",7.69224,2004-09-08,92180910,156,18339750,7.7,1059,"de"
"2603",8978,"0398712",31420,8978,"Assault on Precinct 13","Assault on Precinct 13",11.552956,2005-01-19,35294470,109,3e+07,6,318,"en"
"2604",11637,"0368578",31422,11637,"Are We There Yet?","Are We There Yet?",9.756822,2005-01-20,97918663,95,3.2e+07,5.2,227,"en"
"2605",12142,"0369226",31424,12142,"Alone in the Dark","Alone in the Dark",5.871243,2005-01-28,10442808,96,2e+07,3.1,174,"en"
"2606",11096,"0382077",31427,11096,"Hide and Seek","Hide and Seek",6.102059,2005-01-27,122644820,101,2.5e+07,6.1,455,"en"
"2607",8968,"0357507",31431,8968,"Boogeyman","Boogeyman",9.704289,2005-02-04,67192859,89,2e+07,4.6,194,"en"
"2608",6961,"0372532",31433,6961,"The Wedding Date","The Wedding Date",5.615303,2005-02-04,47175038,88,1.5e+07,6.2,238,"en"
"2609",11343,"0079844",31502,11343,"Salem's Lot","Salem's Lot",9.582814,1979-11-17,NA,184,4e+06,6.2,124,"en"
"2610",4935,"0347149",31658,4935,"ハウルの動く城","Howl's Moving Castle",16.136048,2004-11-19,234710455,119,2.4e+07,8.2,2049,"ja"
"2611",8953,"0348121",31660,8953,"Steamboy","Steamboy",8.354775,2004-07-17,NA,126,2e+07,6.4,103,"ja"
"2612",8488,"0386588",31685,8488,"Hitch","Hitch",13.35076,2005-02-10,368100420,118,7e+07,6.3,1721,"en"
"2613",57825,"0361411",31694,57825,"Bride & Prejudice","Bride & Prejudice",9.55791,2004-02-11,NA,111,7e+06,6.5,114,"en"
"2614",561,"0360486",31696,561,"Constantine","Constantine",9.615691,2005-02-08,230884728,121,1e+08,6.6,1837,"en"
"2615",10214,"0362165",31698,10214,"Son of the Mask","Son of the Mask",6.512277,2005-02-18,NA,94,8.4e+07,3.6,346,"en"
"2616",3040,"0403358",31804,3040,"Ночной дозор","Night Watch",8.803869,2004-06-27,3.2e+07,114,4200000,6.3,212,"ru"
"2617",13498,"0331933",31867,13498,"Man of the House","Man of the House",5.834626,2005-02-25,NA,100,4e+07,5.4,121,"en"
"2618",9470,"0373074",31878,9470,"功夫","Kung Fu Hustle",8.636632,2004-02-10,100914445,99,2e+07,7.2,841,"cn"
"2619",10012,"0257516",32011,10012,"Cursed","Cursed",8.949722,2005-02-25,19294901,97,3.5e+07,5.1,168,"en"
"2620",10022,"0395699",32017,10022,"The Pacifier","The Pacifier",7.81645,2005-03-04,113006880,95,5.6e+07,5.8,865,"en"
"2621",4551,"0377471",32019,4551,"Be Cool","Be Cool",13.314233,2005-03-04,95226116,118,5.3e+07,5.4,296,"en"
"2622",2026,"0340163",32029,2026,"Hostage","Hostage",9.686638,2005-03-10,77944725,113,5.2e+07,6.2,519,"en"
"2623",9928,"0358082",32031,9928,"Robots","Robots",12.949715,2005-03-10,260696994,91,7.5e+07,6,1383,"en"
"2624",438,"0377713",32213,438,"Cube Zero","Cube Zero",8.758493,2004-10-15,NA,97,825000,5.7,274,"en"
"2625",13374,"0396652",32289,13374,"Ice Princess","Ice Princess",9.313354,2005-03-17,27645491,98,2.5e+07,5.9,189,"en"
"2626",9688,"0378947",32291,9688,"Melinda and Melinda","Melinda and Melinda",6.117784,2004-10-29,20085825,100,NA,6.3,128,"en"
"2627",10040,"0385307",32296,10040,"Miss Congeniality 2: Armed and Fabulous","Miss Congeniality 2: Armed and Fabulous",5.739442,2005-03-11,NA,115,NA,5.3,433,"en"
"2628",11638,"0372237",32298,11638,"Guess Who","Guess Who",6.71898,2005-03-25,68915888,105,3.5e+07,5.5,230,"en"
"2629",15283,"0110008",32456,15283,"平成狸合戦ぽんぽこ","Pom Poko",9.607155,1994-07-16,NA,119,NA,7.2,177,"ja"
"2630",158,"0119472",32460,158,"Knockin' on Heaven's Door","Knockin' on Heaven's Door",7.203307,1997-02-20,NA,87,NA,7.6,135,"de"
"2631",187,"0401792",32587,187,"Sin City","Sin City",15.010525,2005-04-01,158733820,124,4e+07,7.2,2755,"en"
"2632",14177,"0388500",32589,14177,"Beauty Shop","Beauty Shop",6.795949,2005-06-02,36351350,105,2.5e+07,5.4,118,"en"
"2633",7364,"0318649",32596,7364,"Sahara","Sahara",8.946243,2005-04-06,119269486,124,1.3e+08,5.7,440,"en"
"2634",11431,"0332047",32598,11431,"Fever Pitch","Fever Pitch",6.734065,2005-04-06,50451307,103,3e+07,5.9,186,"en"
"2635",32085,"0084868",32840,32085,"Vincent","Vincent",6.675518,1982-01-01,NA,6,60000,7.9,217,"en"
"2636",31442,"0056111",32892,31442,"Ива́ново де́тство","Ivan's Childhood",5.16792,1962-05-05,NA,95,NA,7.7,109,"ru"
"2637",775,"0000417",32898,775,"Le Voyage dans la Lune","A Trip to the Moon",6.321801,1902-09-01,NA,14,5985,7.9,314,"fr"
"2638",7453,"0371724",33004,7453,"The Hitchhiker's Guide to the Galaxy","The Hitchhiker's Guide to the Galaxy",13.257255,2005-01-15,104478416,109,5e+07,6.6,1340,"en"
"2639",10065,"0384806",33085,10065,"The Amityville Horror","The Amityville Horror",13.088552,2005-04-15,108047131,90,1.9e+07,6,606,"en"
"2640",8976,"0391304",33145,8976,"A Lot Like Love","A Lot Like Love",10.596719,2005-04-22,42886719,107,3e+07,6.5,329,"en"
"2641",11679,"0329774",33158,11679,"xXx: State of the Union","xXx: State of the Union",19.144611,2005-04-27,71073932,101,6e+07,4.7,565,"en"
"2642",1495,"0320661",33162,1495,"Kingdom of Heaven","Kingdom of Heaven",16.296471,2005-05-03,211643158,144,1.3e+08,6.6,1187,"en"
"2643",10066,"0397065",33164,10066,"House of Wax","House of Wax",7.163099,2005-04-30,68766121,113,4e+07,5.5,696,"en"
"2644",1640,"0375679",33166,1640,"Crash","Crash",9.785147,2004-01-13,98410061,112,6500000,7.2,1172,"en"
"2645",11171,"0370986",33171,11171,"Mysterious Skin","Mysterious Skin",7.103951,2004-05-20,1524966,105,NA,7.4,266,"en"
"2646",10027,"0342258",33437,10027,"Unleashed","Unleashed",7.90583,2005-02-02,50871113,103,4.5e+07,6.6,531,"en"
"2647",10837,"0099472",33463,10837,"DuckTales: The Movie - Treasure of the Lost Lamp","DuckTales: The Movie - Treasure of the Lost Lamp",7.810813,1990-08-03,NA,74,NA,6.7,201,"en"
"2648",1895,"0121766",33493,1895,"Star Wars: Episode III - Revenge of the Sith","Star Wars: Episode III - Revenge of the Sith",13.165421,2005-05-17,8.5e+08,140,1.13e+08,7.1,4200,"en"
"2649",9981,"0384642",33495,9981,"Kicking & Screaming","Kicking & Screaming",9.875573,2005-05-13,56070433,95,4.5e+07,5.6,179,"en"
"2650",4379,"0369735",33499,4379,"Monster-in-Law","Monster-in-Law",6.328385,2005-05-13,154749918,101,4.3e+07,5.6,413,"en"
"2651",27,"0411705",33585,27,"9 Songs","9 Songs",18.847707,2004-07-16,1574623,66,1e+06,5.1,103,"en"
"2652",953,"0351283",33615,953,"Madagascar","Madagascar",16.136217,2005-05-25,532680671,86,7.5e+07,6.6,3322,"en"
"2653",9291,"0398165",33646,9291,"The Longest Yard","The Longest Yard",7.349843,2005-05-19,190320568,113,8.2e+07,6.2,804,"en"
"2654",921,"0352248",33660,921,"Cinderella Man","Cinderella Man",6.363884,2005-06-02,108539911,144,8.8e+07,7.3,630,"en"
"2655",9779,"0403508",33669,9779,"The Sisterhood of the Traveling Pants","The Sisterhood of the Traveling Pants",9.263965,2005-06-01,39053061,119,2.5e+07,6.3,396,"en"
"2656",9787,"0355702",33672,9787,"Lords of Dogtown","Lords of Dogtown",4.350049,2005-06-03,13411957,107,2.5e+07,7,215,"en"
"2657",787,"0356910",33679,787,"Mr. & Mrs. Smith","Mr. & Mrs. Smith",15.724373,2005-06-07,478207520,120,1.1e+08,6.5,3048,"en"
"2658",14199,"0424774",33681,14199,"The Adventures of Sharkboy and Lavagirl","The Adventures of Sharkboy and Lavagirl",6.477862,2005-06-10,69425966,92,5e+07,4.4,278,"en"
"2659",10226,"0338095",33683,10226,"Haute tension","High Tension",5.460821,2003-06-18,NA,91,NA,6.6,279,"fr"
"2660",272,"0372784",33794,272,"Batman Begins","Batman Begins",28.505341,2005-06-10,374218673,140,1.5e+08,7.5,7511,"en"
"2661",15648,"0380623",33815,15648,"The Perfect Man","The Perfect Man",4.845647,2005-06-17,NA,100,NA,5.5,207,"en"
"2662",11451,"0400497",33830,11451,"Herbie Fully Loaded","Herbie Fully Loaded",9.35239,2005-06-22,66002004,101,5e+07,5.1,559,"en"
"2663",11683,"0418819",33834,11683,"Land of the Dead","Land of the Dead",9.478117,2005-06-24,46770602,93,1.5e+07,6,395,"en"
"2664",9722,"0374536",33836,9722,"Bewitched","Bewitched",9.276085,2005-06-21,131426169,102,8.5e+07,4.8,463,"en"
"2665",1382,"0415978",33880,1382,"Me and You and Everyone We Know","Me and You and Everyone We Know",9.0744,2005-06-17,NA,90,NA,7,108,"en"
"2666",20914,"0072637",34016,20914,"Amici miei","My Friends",4.876771,1975-06-06,NA,140,NA,7.9,112,"it"
"2667",74,"0407304",34048,74,"War of the Worlds","War of the Worlds",19.929377,2005-06-28,591739379,116,1.32e+08,6.2,2397,"en"
"2668",1667,"0428803",34072,1667,"La Marche de l'empereur","March of the Penguins",9.435123,2005-01-26,127392239,80,8e+06,6.9,371,"fr"
"2669",9009,"0382628",34143,9009,"Dark Water","Dark Water",6.53565,2005-06-27,25473093,105,3e+07,5.3,275,"en"
"2670",1553,"0411270",34148,1553,"De battre mon cœur s'est arrêté","The Beat That My Heart Skipped",6.80183,2005-02-17,NA,107,NA,6.8,114,"fr"
"2671",9738,"0120667",34150,9738,"Fantastic Four","Fantastic Four",19.382082,2005-06-29,330579719,106,1e+08,5.5,3040,"en"
"2672",9522,"0396269",34162,9522,"Wedding Crashers","Wedding Crashers",11.100597,2005-07-14,285176741,119,4e+07,6.4,1406,"en"
"2673",1826,"0409184",34198,1826,"Les Poupées Russes","Russian Dolls",6.361343,2005-06-15,23727301,129,1.3e+07,6.8,156,"fr"
"2674",10476,"0410097",34271,10476,"Hustle & Flow","Hustle & Flow",7.422267,2005-07-22,23563727,116,8e+06,6.9,101,"en"
"2675",1635,"0399201",34319,1635,"The Island","The Island",11.443647,2005-07-20,162949164,136,1.26e+08,6.5,1813,"en"
"2676",1696,"0395584",34323,1696,"The Devil's Rejects","The Devil's Rejects",12.221507,2005-07-22,NA,107,NA,6.6,329,"en"
"2677",11459,"0405325",34332,11459,"Sky High","Sky High",8.061423,2005-07-29,86369815,100,3.5e+07,5.8,568,"en"
"2678",10048,"0382992",34334,10048,"Stealth","Stealth",13.89018,2005-07-28,76932943,121,1.35e+08,4.9,341,"en"
"2679",11648,"0417001",34336,11648,"Must Love Dogs","Must Love Dogs",9.378926,2005-07-21,58405313,98,3e+07,5.8,142,"en"
"2680",16320,"0379786",34405,16320,"Serenity","Serenity",11.919995,2005-08-25,38869464,119,3.9e+07,7.4,1287,"en"
"2681",308,"0412019",34437,308,"Broken Flowers","Broken Flowers",6.589304,2005-05-17,45742101,105,1e+07,6.8,359,"en"
"2682",6519,"0377818",34520,6519,"The Dukes of Hazzard","The Dukes of Hazzard",9.039467,2005-08-05,110803676,104,5e+07,5.1,321,"en"
"2683",11453,"0367652",34530,11453,"Deuce Bigalow: European Gigolo","Deuce Bigalow: European Gigolo",5.341117,2005-08-06,22400154,83,2.2e+07,4.6,232,"en"
"2684",9913,"0397101",34532,9913,"The Skeleton Key","The Skeleton Key",10.947957,2005-07-29,91974818,104,4.3e+07,6.4,588,"en"
"2685",8292,"0430105",34534,8292,"Four Brothers","Four Brothers",6.84109,2005-08-11,92374674,109,4.5e+07,6.7,617,"en"
"2686",501,"0427312",34542,501,"Grizzly Man","Grizzly Man",8.535339,2005-08-12,NA,103,NA,7.3,213,"en"
"2687",6957,"0405422",35836,6957,"The 40 Year Old Virgin","The 40 Year Old Virgin",11.519662,2005-08-11,109449237,116,2.6e+07,6.2,2020,"en"
"2688",11460,"0421239",35957,11460,"Red Eye","Red Eye",6.336927,2005-08-04,57891803,85,2.6e+07,6.2,471,"en"
"2689",19404,"0112870",36086,19404,"Dilwale Dulhania Le Jayenge","Dilwale Dulhania Le Jayenge",34.457024,1995-10-20,1e+08,190,13200000,9.1,661,"hi"
"2690",445,"0387898",36276,445,"Caché","Caché",5.69586,2005-05-02,3.6e+07,117,NA,7,228,"fr"
"2691",9564,"0133385",36289,9564,"Astérix & Obélix contre César","Asterix & Obelix Take on Caesar",8.150265,1999-02-01,1644060,109,NA,5.9,409,"fr"
"2692",14175,"0361089",36397,14175,"Valiant","Valiant",11.836827,2005-03-25,19478106,76,3.5e+07,5.2,239,"en"
"2693",4442,"0355295",36401,4442,"The Brothers Grimm","The Brothers Grimm",15.66148,2005-08-26,105316267,118,8.8e+07,5.6,847,"en"
"2694",9042,"0402901",36509,9042,"The Cave","The Cave",8.077253,2005-08-25,15007991,97,3e+07,5.2,204,"en"
"2695",1985,"0387131",36517,1985,"The Constant Gardener","The Constant Gardener",11.556484,2005-08-31,82466670,129,2.5e+07,6.9,428,"en"
"2696",9335,"0388482",36519,9335,"Transporter 2","Transporter 2",11.359659,2005-08-02,85167639,87,3.2e+07,6.2,1076,"en"
"2697",9007,"0425123",36525,9007,"Just Like Heaven","Just Like Heaven",8.351773,2005-09-16,102854431,95,5.8e+07,6.5,595,"en"
"2698",9777,"0377107",36527,9777,"Proof","Proof",7.983902,2005-09-05,7535331,100,2e+07,6.2,182,"en"
"2699",1830,"0399295",36529,1830,"Lord of War","Lord of War",8.745216,2005-09-16,24127895,122,4.2e+07,7,1356,"en"
"2700",10092,"0384286",36533,10092,"Cry_Wolf","Cry_Wolf",9.454335,2005-09-16,10047674,90,1e+06,5.6,127,"en"
"2701",340,"0404030",36535,340,"Everything is Illuminated","Everything is Illuminated",7.738924,2005-09-16,2697930,106,7e+06,7.4,251,"en"
"2702",65215,"0385690",36708,65215,"Family Guy Presents Stewie Griffin: The Untold Story","Family Guy Presents Stewie Griffin: The Untold Story",6.365552,2005-07-23,NA,88,NA,7,113,"en"
"2703",11636,"0386005",36931,11636,"新警察故事","New Police Story",14.177645,2004-09-23,NA,123,NA,7,176,"cn"
"2704",8814,"0419706",37380,8814,"Doom","Doom",11.953553,2005-10-20,55987321,105,6e+07,5,619,"en"
"2705",9923,"0421054",37382,9923,"Domino","Domino",6.394143,2005-09-22,22944502,127,5e+07,6,450,"en"
"2706",7553,"0348333",37384,7553,"Waiting...","Waiting...",5.054419,2005-10-07,18637690,94,3e+06,6.2,241,"en"
"2707",8202,"0402022",37386,8202,"Æon Flux","Æon Flux",12.201912,2005-11-30,52304001,93,6.2e+07,5.4,717,"en"
"2708",1947,"0350261",37475,1947,"An Unfinished Life","An Unfinished Life",7.761954,2005-09-09,18618284,108,3e+07,6.7,165,"en"
"2709",9074,"0399327",37477,9074,"The Man","The Man",11.127884,2005-09-08,12382362,83,NA,5.4,137,"en"
"2710",8643,"0404032",37720,8643,"The Exorcism of Emily Rose","The Exorcism of Emily Rose",10.966015,2005-09-09,144216468,122,1.9e+07,6.3,675,"en"
"2711",9315,"0408790",37727,9315,"Flightplan","Flightplan",12.419851,2005-09-22,223387299,98,5.5e+07,6.1,796,"en"
"2712",3933,"0121164",37729,3933,"Corpse Bride","Corpse Bride",12.920032,2005-09-09,117195061,77,4e+07,7.2,1957,"en"
"2713",8923,"0385002",37731,8923,"Green Street Hooligans","Green Street Hooligans",7.772618,2005-09-09,3154346,109,NA,7.1,652,"en"
"2714",59,"0399146",37733,59,"A History of Violence","A History of Violence",11.119707,2005-09-23,60740827,96,3.2e+07,6.9,850,"en"
"2715",257,"0380599",37736,257,"Oliver Twist","Oliver Twist",12.369935,2005-09-23,42093706,130,5e+07,6.7,283,"en"
"2716",15487,"0388980",37739,15487,"The Greatest Game Ever Played","The Greatest Game Ever Played",6.969342,2005-09-30,15431177,120,2.5e+07,6.9,112,"en"
"2717",398,"0379725",37741,398,"Capote","Capote",6.01272,2005-09-30,49084830,114,7e+06,6.9,394,"en"
"2718",647,"0385700",37830,647,"Final Fantasy VII: Advent Children","Final Fantasy VII: Advent Children",15.260291,2005-07-14,NA,101,NA,6.7,290,"ja"
"2719",11968,"0378109",37853,11968,"Into the Blue","Into the Blue",10.022102,2005-09-30,44434439,110,5e+07,5.8,466,"en"
"2720",14517,"0366780",37857,14517,"Mirrormask","Mirrormask",5.354783,2005-01-25,866999,101,4e+06,6.6,107,"en"
"2721",533,"0312004",38038,533,"The Curse of the Were-Rabbit","The Curse of the Were-Rabbit",11.766244,2005-09-04,192452832,85,3e+07,6.8,660,"en"
"2722",5236,"0373469",38061,5236,"Kiss Kiss Bang Bang","Kiss Kiss Bang Bang",11.76054,2005-09-05,15785148,103,1.5e+07,7.2,900,"en"
"2723",11344,"0456912",38095,11344,"달콤한 인생","A Bittersweet Life",10.237072,2005-03-31,NA,120,NA,7.5,170,"ko"
"2724",9763,"0380389",38388,9763,"Goal!: The Dream Begins","Goal!: The Dream Begins",9.783762,2005-06-06,27610873,118,3e+07,6.6,244,"en"
"2725",15058,"0378793",38538,15058,"Speak","Speak",6.66323,2004-01-20,NA,89,1e+06,6.7,144,"en"
"2726",10017,"0092240",38583,10017,"The Wraith","The Wraith",7.657918,1986-11-21,3500000,93,2700000,5.9,109,"en"
"2727",11931,"0388125",38798,11931,"In Her Shoes","In Her Shoes",8.63229,2005-10-07,83073883,130,NA,6,446,"en"
"2728",10707,"0367089",38886,10707,"The Squid and the Whale","The Squid and the Whale",10.952762,2005-10-05,11098131,81,1500000,6.9,229,"en"
"2729",9910,"0417217",38992,9910,"Two for the Money","Two for the Money",9.003792,2005-10-07,30526509,122,3.5e+07,5.9,156,"en"
"2730",142,"0388795",39183,142,"Brokeback Mountain","Brokeback Mountain",11.787044,2005-09-02,178043761,134,1.4e+07,7.5,1531,"en"
"2731",9621,"0368709",39231,9621,"Elizabethtown","Elizabethtown",11.82081,2005-10-06,52034889,123,5.7e+07,6.1,335,"en"
"2732",9701,"0395972",39234,9701,"North Country","North Country",8.781298,2005-02-12,25224242,126,3.5e+07,6.9,127,"en"
"2733",3291,"0433383",39292,3291,"Good Night, and Good Luck.","Good Night, and Good Luck.",7.523098,2005-09-16,54600000,93,7e+06,6.8,274,"en"
"2734",16608,"0421238",39381,16608,"The Proposition","The Proposition",9.387212,2005-10-06,5048693,104,2e+06,7.1,221,"en"
"2735",791,"0432291",39400,791,"The Fog","The Fog",9.929809,2005-10-14,46201432,100,1.8e+07,3.8,191,"en"
"2736",8066,"0371257",39427,8066,"Stay","Stay",6.572049,2005-09-24,8342132,99,5e+07,6.5,346,"en"
"2737",1656,"0386140",39435,1656,"The Legend of Zorro","The Legend of Zorro",8.940007,2005-10-24,142400065,129,7.5e+07,5.9,909,"en"
"2738",6963,"0384680",39444,6963,"The Weather Man","The Weather Man",8.345866,2005-10-20,12482775,101,2e+07,6,292,"en"
"2739",215,"0432348",39446,215,"Saw II","Saw II",15.399863,2005-10-28,152925093,92,4e+06,6.3,1288,"en"
"2740",2313,"0387514",39449,2313,"Prime","Prime",6.916209,2005-09-21,NA,102,NA,5.7,268,"en"
"2741",8274,"0436058",39715,8274,"American Pie Presents: Band Camp","American Pie Presents: Band Camp",8.67163,2005-10-30,NA,94,1e+07,5.3,553,"en"
"2742",10851,"0365686",40148,10851,"Revolver","Revolver",5.654983,2005-09-11,NA,115,NA,6.3,415,"en"
"2743",25,"0418763",40278,25,"Jarhead","Jarhead",9.997032,2005-11-04,96889998,125,7.2e+07,6.6,776,"en"
"2744",9982,"0371606",40339,9982,"Chicken Little","Chicken Little",18.584609,2005-11-04,314432665,81,1.5e+08,5.6,974,"en"
"2745",12877,"0419677",40412,12877,"Dead Man's Shoes","Dead Man's Shoes",12.655746,2004-09-29,NA,90,NA,7.2,155,"en"
